"id","source","pmid","pmcid","DOI","title","authorString","journalTitle","issue","journalVolume","pubYear","journalIssn","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","luceneScore","tmAccessionTypeList","dbCrossReferenceList","dvcs"
"25566002","MED","25566002","PMC4273640","10.3389/fnbeh.2014.00434","Physiological and behavioral patterns of corruption.","Jaber-LÃ³pez T, GarcÃ­a-Gallego A, Perakakis P, Georgantzis N.","Front Behav Neurosci",NA,"8","2014","1662-5153","434","journal article; research-article","Y","Y","N","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"25333065","MED","25333065","PMC4190875","10.1002/mgg3.81","Identification of three novel FGF16 mutations in X-linked recessive fusion of the fourth and fifth metacarpals and possible correlation with heart disease.","Laurell T, Nilsson D, Hofmeister W, Lindstrand A, Ahituv N, Vandermeer J, Amilon A, AnnerÃ©n G, Arner M, Pettersson M, JÃ¤ntti N, Rosberg HE, Cattini PA, NordenskjÃ¶ld A, MÃ¤kitie O, Grigelioniene G, Nordgren A.","Mol Genet Genomic Med","5","2","2014","2324-9269","402-411","journal article; research-article","Y","Y","N","0","Y","Y","Y","N","Y","338.1224","refseq","UNIPROT","github.com"
"25100051","MED","25100051","PMC4149039","10.1186/1472-6947-14-66","Casebook: a virtual patient iPad application for teaching decision-making through the use of electronic health records.","Bloice MD, Simonic KM, Holzinger A.","BMC Med Inform Decis Mak",NA,"14","2014","1472-6947","66","journal article; product-review","Y","Y","Y","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"24841417","MED","24841417","PMC4026135","10.1371/journal.pone.0097435","Human and environmental impacts on river sediment microbial communities.","Gibbons SM, Jones E, Bearquiver A, Blackwolf F, Roundstone W, Scott N, Hooker J, Madsen R, Coleman ML, Gilbert JA.","PLoS One","5","9","2014","1932-6203","e97435","journal article; research support, u.s. gov't, non-p.h.s.; research-article","Y","Y","Y","2","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"25289637","MED","25289637","PMC4188601","10.1371/journal.pone.0109326","Dynamic epigenetic control of highly conserved noncoding elements.","Seridi L, Ryu T, Ravasi T.","PLoS One","10","9","2014","1932-6203","e109326","journal article; research support, non-u.s. gov't; research-article","Y","Y","N","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"24957798","MED","24957798","PMC4067614","10.1038/srep05228","CCL2 enhances pluripotency of human induced pluripotent stem cells by activating hypoxia related genes.","Hasegawa Y, Tang D, Takahashi N, Hayashizaki Y, Forrest AR, FANTOM Consortium, Suzuki H.","Sci Rep",NA,"4","2014","2045-2322","5228","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"24479757","MED","24479757","PMC3922685","10.1186/1758-2946-6-3","Efficient ring perception for the Chemistry Development Kit.","May JW, Steinbeck C.","J Cheminform","1","6","2014","1758-2946","3","journal article; product-review","Y","Y","Y","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"25489858","MED","25489858","PMC4260907","10.1371/journal.pone.0114577","Dynamic approximate entropy electroanatomic maps detect rotors in a simulated atrial fibrillation model.","Ugarte JP, Orozco-Duque A, TobÃ³n C, Kremen V, Novak D, Saiz J, Oesterlein T, Schmitt C, Luik A, Bustamante J.","PLoS One","12","9","2014","1932-6203","e114577","journal article; research-article","Y","Y","N","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"24368852","MED","24368852","PMC3890898","10.1073/pnas.1312213111","Interannual variation in land-use intensity enhances grassland multidiversity.","Allan E, Bossdorf O, Dormann CF, Prati D, Gossner MM, Tscharntke T, BlÃ¼thgen N, Bellach M, Birkhofer K, Boch S, BÃ¶hm S, BÃ¶rschig C, Chatzinotas A, Christ S, Daniel R, DiekÃ¶tter T, Fischer C, Friedl T, Glaser K, Hallmann C, Hodac L, HÃ¶lzel N, Jung K, Klein AM, Klaus VH, Kleinebecker T, Krauss J, Lange M, Morris EK, MÃ¼ller J, Nacke H, Pasalic E, Rillig MC, RothenwÃ¶hrer C, Schall P, Scherber C, Schulze W, Socher SA, Steckel J, Steffan-Dewenter I, TÃ¼rke M, Weiner CN, Werner M, Westphal C, Wolters V, Wubet T, Gockel S, Gorke M, Hemp A, Renner SC, SchÃ¶ning I, Pfeiffer S, KÃ¶nig-Ries B, Buscot F, Linsenmair KE, Schulze ED, Weisser WW, Fischer M.","Proc Natl Acad Sci U S A","1","111","2014","0027-8424","308-313","journal article; research support, non-u.s. gov't; research-article","N","Y","Y","3","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"24760901","MED","24760901","PMC4324764","10.1109/tmi.2014.2304499","LOGISMOS-B: layered optimal graph image segmentation of multiple objects and surfaces for the brain.","Oguz I, Sonka M.","IEEE Trans Med Imaging","6","33","2014","0278-0062","1220-1235","journal article; research support, n.i.h., extramural; research-article","N","Y","N","0","N","Y","N","N","N","338.1224",NA,NA,"github.com"
"25642370","MED","25642370","PMC4205153","10.1371/currents.outbreaks.02bc6d927ecee7bbd33532ec8ba6a25f","Insights into the early epidemic spread of ebola in sierra leone provided by viral sequence data.","Stadler T, KÃ¼hnert D, Rasmussen DA, du Plessis L.","PLoS Curr",NA,"6","2014","2157-3999",NA,"journal article; research-article","Y","Y","N","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"25300236","MED","25300236","PMC4214410","10.1038/ncomms6110","Cassava genome from a wild ancestor to cultivated varieties.","Wang W, Feng B, Xiao J, Xia Z, Zhou X, Li P, Zhang W, Wang Y, MÃ¸ller BL, Zhang P, Luo MC, Xiao G, Liu J, Yang J, Chen S, Rabinowicz PD, Chen X, Zhang HB, Ceballos H, Lou Q, Zou M, Carvalho LJ, Zeng C, Xia J, Sun S, Fu Y, Wang H, Lu C, Ruan M, Zhou S, Wu Z, Liu H, Kannangara RM, JÃ¸rgensen K, Neale RL, Bonde M, Heinz N, Zhu W, Wang S, Zhang Y, Pan K, Wen M, Ma PA, Li Z, Hu M, Liao W, Hu W, Zhang S, Pei J, Guo A, Guo J, Zhang J, Zhang Z, Ye J, Ou W, Ma Y, Liu X, Tallon LJ, Galens K, Ott S, Huang J, Xue J, An F, Yao Q, Lu X, Fregene M, LÃ³pez-Lavalle LA, Wu J, You FM, Chen M, Hu S, Wu G, Zhong S, Ling P, Chen Y, Wang Q, Liu G, Liu B, Li K, Peng M.","Nat Commun",NA,"5","2014","2041-1723","5110","journal article; research support, non-u.s. gov't; research-article","Y","Y","N","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"24936420","MED","24936420","PMC4053638","10.1016/j.nicl.2014.04.004","Biased binomial assessment of cross-validated estimation of classification accuracies illustrated in diagnosis predictions.","Noirhomme Q, Lesenfants D, Gomez F, Soddu A, Schrouff J, Garraux G, Luxen A, Phillips C, Laureys S.","Neuroimage Clin",NA,"4","2014","2213-1582","687-694","journal article; research-article","Y","Y","Y","2","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"24213554","MED","24213554","PMC3962538","10.4161/epi.27021","Epigenomic elements enriched in the promoters of autoimmunity susceptibility genes.","Dozmorov MG, Wren JD, AlarcÃ³n-Riquelme ME.","Epigenetics","2","9","2014","1559-2294","276-285","journal article; research support, n.i.h., extramural; research-article","N","Y","N","1","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"25546581","MED","25546581","PMC4278760","10.1371/journal.pone.0115700","An antidote to the imager's fallacy, or how to identify brain areas that are in limbo.","de Hollander G, Wagenmakers EJ, Waldorp L, Forstmann B.","PLoS One","12","9","2014","1932-6203","e115700","journal article; research-article","Y","Y","N","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"24022847","MED","24022847","PMC4300952","10.1111/2049-632x.12086","Plasmid deficiency in urogenital isolates of Chlamydia trachomatis reduces infectivity and virulence in a mouse model.","Sigar IM, Schripsema JH, Wang Y, Clarke IN, Cutcliffe LT, Seth-Smith HM, Thomson NR, Bjartling C, Unemo M, Persson K, Ramsey KH.","Pathog Dis","1","70","2014","2049-632x","61-69","journal article; research support, non-u.s. gov't; research-article","Y","Y","N","3","Y","Y","Y","N","Y","338.1224","gen","EMBLUNIPROT","github.com"
"25685627","MED","25685627","PMC4323413","10.1371/currents.outbreaks.aa0375fd48a92c7c9422aa543a88711f","Assessment of the risk of ebola importation to australia.","Cope RC, Cassey P, Hugo GJ, Ross JV.","PLoS Curr",NA,"6","2014","2157-3999",NA,"journal article; research-article","Y","Y","N","0","N","Y","N","N","N","338.1224",NA,NA,"github.com"
"25545818","MED","25545818","PMC4278908","10.1371/journal.pone.0115280","Fear extinction as a model for synaptic plasticity in major depressive disorder.","Kuhn M, HÃ¶ger N, Feige B, Blechert J, Normann C, Nissen C.","PLoS One","12","9","2014","1932-6203","e115280","journal article; research support, non-u.s. gov't; research-article","Y","Y","N","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"25566218","MED","25566218","PMC4266044","10.3389/fmicb.2014.00703","High temporal and spatial diversity in marine RNA viruses implies that they have an important role in mortality and structuring plankton communities.","Gustavsen JA, Winget DM, Tian X, Suttle CA.","Front Microbiol",NA,"5","2014","1664-302x","703","journal article; research-article","Y","Y","N","0","Y","Y","Y","N","Y","338.1224","doi","EMBL","github.com"
"25052703","MED","25052703","PMC4105710","10.1093/database/bau076","APADB: a database for alternative polyadenylation and microRNA regulation events.","MÃ¼ller S, Rycak L, Afonso-Grunz F, Winter P, Zawada AM, Damrath E, Scheider J, SchmÃ¤h J, Koch I, Kahl G, Rotter B.","Database (Oxford)",NA,"2014","2014","1758-0463",NA,"journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"24808136","MED","24808136","PMC4050544","10.1073/pnas.1406468111","Simultaneous assessment of the macrobiome and microbiome in a bulk sample of tropical arthropods through DNA metasystematics.","Gibson J, Shokralla S, Porter TM, King I, van Konynenburg S, Janzen DH, Hallwachs W, Hajibabaei M.","Proc Natl Acad Sci U S A","22","111","2014","0027-8424","8007-8012","journal article; research support, non-u.s. gov't; research support, u.s. gov't, non-p.h.s.; research-article","N","Y","Y","1","Y","Y","Y","N","N","338.1224",NA,"EMBL","github.com"
"24788869","MED","24788869","PMC4008419","10.1371/journal.pone.0095850","Host control of symbiont natural product chemistry in cryptic populations of the tunicate Lissoclinum patella.","Kwan JC, Tianero MD, Donia MS, Wyche TP, Bugni TS, Schmidt EW.","PLoS One","5","9","2014","1932-6203","e95850","journal article; research support, u.s. gov't, non-p.h.s.; research support, n.i.h., extramural; research-article","Y","Y","Y","0","Y","Y","Y","N","N","338.1224",NA,"EMBLUNIPROT","github.com"
"25420514","MED","25420514","PMC4248462","10.1186/s12859-014-0356-4","ANGSD: Analysis of Next Generation Sequencing Data.","Korneliussen T, Albrechtsen A, Nielsen R.","BMC Bioinformatics","1","15","2014","1471-2105","356","journal article; research-article","Y","Y","N","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"25520805","MED","25520805","PMC4269096","10.1186/s40168-014-0050-9","Microbial shifts in the aging mouse gut.","Langille MG, Meehan CJ, Koenig JE, Dhanani AS, Rose RA, Howlett SE, Beiko RG.","Microbiome","1","2","2014","2049-2618","50","journal article; research-article","Y","Y","N","0","Y","Y","N","N","Y","338.1224","pfam",NA,"github.com"
"24489671","MED","24489671","PMC3906378","10.1371/journal.pone.0085777","Powerlaw: a Python package for analysis of heavy-tailed distributions.","Alstott J, Bullmore E, Plenz D.","PLoS One","1","9","2014","1932-6203","e85777","journal article; research support, non-u.s. gov't; research support, n.i.h., intramural; research-article","Y","Y","Y","4","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"25313068","MED","25313068","PMC4234601","10.1073/pnas.1323007111","Why the proportion of transmission during early-stage HIV infection does not predict the long-term impact of treatment on HIV incidence.","Eaton JW, Hallett TB.","Proc Natl Acad Sci U S A","45","111","2014","0027-8424","16202-16207","journal article; research support, non-u.s. gov't; research-article","N","Y","N","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"24509631","MED","24509631","PMC3972104","10.1038/nmeth.2841","A mass spectrometry-based hybrid method for structural modeling of protein complexes.","Politis A, Stengel F, Hall Z, HernÃ¡ndez H, Leitner A, Walzthoeni T, Robinson CV, Aebersold R.","Nat Methods","4","11","2014","1548-7091","403-406","journal article; research support, non-u.s. gov't; research-article","Y","Y","N","2","Y","Y","N","N","Y","338.1224","pdb",NA,"github.com"
"24692656","MED","24692656","PMC4032124","10.1093/molbev/mst139","The evolution of human cells in terms of protein innovation.","Sardar AJ, Oates ME, Fang H, Forrest AR, Kawaji H, FANTOM Consortium, Gough J, Rackham OJ.","Mol Biol Evol","6","31","2014","0737-4038","1364-1374","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"24834071","MED","24834071","PMC4018527","10.3389/fgene.2014.00111","Quality control of next-generation sequencing data without a reference.","Trivedi UH, CÃ©zard T, Bridgett S, Montazam A, Nichols J, Blaxter M, Gharbi K.","Front Genet",NA,"5","2014","1664-8021","111","journal article; research-article","Y","Y","Y","2","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"25371418","MED","25371418","PMC4225241","10.1136/bmjopen-2014-006278","Seeking the source of Pseudomonas aeruginosa infections in a recently opened hospital: an observational study using whole-genome sequencing.","Quick J, Cumley N, Wearn CM, Niebel M, Constantinidou C, Thomas CM, Pallen MJ, Moiemen NS, Bamford A, Oppenheim B, Loman NJ.","BMJ Open","11","4","2014","2044-6055","e006278","journal article; research support, non-u.s. gov't; research-article","Y","Y","N","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"25275010","MED","25275010","PMC4205664","10.1073/pnas.1400374111","Network histograms and universality of blockmodel approximation.","Olhede SC, Wolfe PJ.","Proc Natl Acad Sci U S A","41","111","2014","0027-8424","14722-14727","journal article; research support, non-u.s. gov't; research support, u.s. gov't, non-p.h.s.; research-article","N","Y","N","0","Y","Y","N","N","N","338.1224",NA,NA,"github.com"
"25538865","MED","25538865","PMC4266855","10.7717/peerj.659","The microbes we eat: abundance and taxonomy of microbes consumed in a day's worth of meals for three diet types.","Lang JM, Eisen JA, Zivkovic AM.","PeerJ",NA,"2","2014","2167-8359","e659","journal article; research-article","Y","Y","N","0","Y","Y","N","N","Y","338.05078","doi",NA,"github.com"
"25255098","MED","25255098","PMC4174579","10.7554/elife.02950","Fringe proteins modulate Notch-ligand cis and trans interactions to specify signaling states.","LeBon L, Lee TV, Sprinzak D, Jafar-Nejad H, Elowitz MB.","Elife",NA,"3","2014","2050-084x","e02950","journal article; research support, non-u.s. gov't; research support, u.s. gov't, non-p.h.s.; research support, n.i.h., extramural; research-article","Y","Y","N","0","Y","Y","Y","N","N","338.05078",NA,"UNIPROT","github.com"
"25188270","MED","25188270","PMC4154734","10.1371/journal.pone.0106713","Amplification biases and consistent recovery of loci in a double-digest RAD-seq protocol.","DaCosta JM, Sorenson MD.","PLoS One","9","9","2014","1932-6203","e106713","journal article; research support, u.s. gov't, non-p.h.s.; research-article","Y","Y","Y","0","Y","Y","N","N","N","338.05078",NA,NA,"github.com"
"25102226","MED","25102226","PMC4125081","10.1371/journal.pcbi.1003756","Blind predictions of DNA and RNA tweezers experiments with force and torque.","Chou FC, Lipfert J, Das R.","PLoS Comput Biol","8","10","2014","1553-734x","e1003756","journal article; research support, non-u.s. gov't; research support, n.i.h., extramural; research-article","Y","Y","Y","0","Y","Y","N","N","N","338.05078",NA,NA,"github.com"
"24898754","MED","24898754","PMC4080447","10.7554/elife.02535","High-resolution mapping reveals hundreds of genetic incompatibilities in hybridizing fish species.","Schumer M, Cui R, Powell DL, Dresner R, Rosenthal GG, Andolfatto P.","Elife",NA,"3","2014","2050-084x",NA,"journal article; research support, u.s. gov't, non-p.h.s.; research-article","Y","Y","Y","1","Y","Y","N","Y","Y","338.05078","doi",NA,"github.com"
"24484917","MED","24484917","PMC3915074","10.1186/1758-2946-6-4","Data model, dictionaries, and desiderata for biomolecular simulation data indexing and sharing.","Thibault JC, Roe DR, Facelli JC, Cheatham TE 3rd.","J Cheminform","1","6","2014","1758-2946","4","journal article; research-article","Y","Y","Y","0","Y","Y","N","N","N","338.05078",NA,NA,"github.com"
"24682824","MED","24682824","PMC4041412","10.1093/nar/gku209","Imogene: identification of motifs and cis-regulatory modules underlying gene co-regulation.","Rouault H, Santolini M, Schweisguth F, Hakim V.","Nucleic Acids Res","10","42","2014","0305-1048","6128-6145","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","0","Y","Y","N","Y","N","338.05078",NA,NA,"github.com"
"25126069","MED","25126069","PMC4115634","10.3389/fninf.2014.00067","Pydpiper: a flexible toolkit for constructing novel registration pipelines.","Friedel M, van Eede MC, Pipitone J, Chakravarty MM, Lerch JP.","Front Neuroinform",NA,"8","2014","1662-5196","67","journal article; research-article","Y","Y","Y","0","Y","Y","N","N","N","338.05078",NA,NA,"github.com"
"25352777","MED","25352777","PMC4195316","10.3389/fncel.2014.00304","Model cerebellar granule cells can faithfully transmit modulated firing rate signals.","RÃ¶ssert C, Solinas S, D'Angelo E, Dean P, Porrill J.","Front Cell Neurosci",NA,"8","2014","1662-5102","304","journal article; research-article","Y","Y","N","0","Y","Y","N","N","N","338.05078",NA,NA,"github.com"
"25392767","MED","25392767","PMC4212056","10.1186/2193-1801-3-116","Vertex collocation profiles: theory, computation, and results.","Lichtenwalter RN, Chawla NV.","Springerplus",NA,"3","2014","2193-1801","116","journal article; research-article","Y","Y","N","0","Y","Y","N","N","N","338.05078",NA,NA,"github.com"
"25411781","MED","25411781","PMC4238955","10.1371/journal.pgen.1004798","Quantitative genetics of CTCF binding reveal local sequence effects and different modes of X-chromosome association.","Ding Z, Ni Y, Timmer SW, Lee BK, Battenhouse A, Louzada S, Yang F, Dunham I, Crawford GE, Lieb JD, Durbin R, Iyer VR, Birney E.","PLoS Genet","11","10","2014","1553-7390","e1004798","journal article; research support, non-u.s. gov't; research support, n.i.h., extramural; research-article","Y","Y","N","0","Y","Y","N","N","Y","338.05078","refsnp",NA,"github.com"
"24699269","MED","24699269","PMC3974646","10.1371/journal.pcbi.1003544","Exact hybrid particle/population simulation of rule-based models of biochemical systems.","Hogg JS, Harris LA, Stover LJ, Nair NS, Faeder JR.","PLoS Comput Biol","4","10","2014","1553-734x","e1003544","journal article; research support, u.s. gov't, non-p.h.s.; research support, n.i.h., extramural; research-article","Y","Y","Y","2","Y","Y","N","N","N","338.05078",NA,NA,"github.com"
"24586449","MED","24586449","PMC3933420","10.1371/journal.pone.0088941","An evaluation framework and comparative analysis of the widely used first programming languages.","Farooq MS, Khan SA, Ahmad F, Islam S, Abid A.","PLoS One","2","9","2014","1932-6203","e88941","journal article; research-article","Y","Y","Y","0","N","Y","N","N","N","338.05078",NA,NA,"github.com"
"25013937","MED","25013937","PMC4094564","10.1371/journal.pone.0102070","Detecting memory and structure in human navigation patterns using Markov chain models of varying order.","Singer P, Helic D, Taraghi B, Strohmaier M.","PLoS One","7","9","2014","1932-6203","e102070","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","0","Y","Y","N","N","Y","338.05078","doi",NA,"github.com"
"25033262","MED","25033262","PMC4102429","10.1371/journal.pcbi.1003733","Analysis of the protein domain and domain architecture content in fungi and its application in the search of new antifungal targets.","Barrera A, Alastruey-Izquierdo A, MartÃ­n MJ, Cuesta I, VizcaÃ­no JA.","PLoS Comput Biol","7","10","2014","1553-734x","e1003733","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","0","Y","Y","N","N","Y","338.05078","pfam",NA,"github.com"
"24302578","MED","24302578","PMC3936762","10.1093/nar/gkt1201","The complex methylome of the human gastric pathogen Helicobacter pylori.","Krebes J, Morgan RD, Bunk B, SprÃ¶er C, Luong K, Parusel R, Anton BP, KÃ¶nig C, Josenhans C, Overmann J, Roberts RJ, Korlach J, Suerbaum S.","Nucleic Acids Res","4","42","2014","0305-1048","2415-2432","journal article; research support, non-u.s. gov't; research support, n.i.h., extramural; research-article","Y","Y","Y","7","Y","Y","N","N","Y","338.05078","refseq",NA,"github.com"
"24651862","MED","24651862","PMC3961385","10.1371/journal.pone.0092556","Characterisation of genetic variation in ST8SIA2 and its interaction region in NCAM1 in patients with bipolar disorder.","Shaw AD, Tiwari Y, Kaplan W, Heath A, Mitchell PB, Schofield PR, Fullerton JM.","PLoS One","3","9","2014","1932-6203","e92556","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","1","Y","Y","Y","N","Y","338.05078","refsnp","UNIPROT","github.com"
"25558364","MED","25558364","PMC4278822","10.1002/ece3.1303","The PREDICTS database: a global database of how local terrestrial biodiversity responds to human impacts.","Hudson LN, Newbold T, Contu S, Hill SL, Lysenko I, De Palma A, Phillips HR, Senior RA, Bennett DJ, Booth H, Choimes A, Correia DL, Day J, EcheverrÃ­a-LondoÃ±o S, Garon M, Harrison ML, Ingram DJ, Jung M, Kemp V, Kirkpatrick L, Martin CD, Pan Y, White HJ, Aben J, Abrahamczyk S, Adum GB, Aguilar-Barquero V, Aizen MA, Ancrenaz M, ArbelÃ¡ez-CortÃ©s E, Armbrecht I, Azhar B, Azpiroz AB, Baeten L, BÃ¡ldi A, Banks JE, Barlow J, BatÃ¡ry P, Bates AJ, Bayne EM, Beja P, Berg Ã, Berry NJ, Bicknell JE, Bihn JH, BÃ¶hning-Gaese K, Boekhout T, Boutin C, Bouyer J, Brearley FQ, Brito I, Brunet J, Buczkowski G, Buscardo E, Cabra-GarcÃ­a J, CalviÃ±o-Cancela M, Cameron SA, Cancello EM, Carrijo TF, Carvalho AL, Castro H, Castro-Luna AA, Cerda R, Cerezo A, Chauvat M, Clarke FM, Cleary DF, Connop SP, D'Aniello B, da Silva PG, Darvill B, Dauber J, Dejean A, DiekÃ¶tter T, Dominguez-Haydar Y, Dormann CF, Dumont B, Dures SG, Dynesius M, Edenius L, Elek Z, Entling MH, Farwig N, Fayle TM, Felicioli A, Felton AM, Ficetola GF, Filgueiras BK, Fonte SJ, Fraser LH, Fukuda D, Furlani D, Ganzhorn JU, Garden JG, Gheler-Costa C, Giordani P, Giordano S, Gottschalk MS, Goulson D, Gove AD, Grogan J, Hanley ME, Hanson T, Hashim NR, Hawes JE, HÃ©bert C, Helden AJ, Henden JA, HernÃ¡ndez L, Herzog F, Higuera-Diaz D, Hilje B, Horgan FG, HorvÃ¡th R, Hylander K, Isaacs-Cubides P, Ishitani M, Jacobs CT, Jaramillo VJ, Jauker B, Jonsell M, Jung TS, Kapoor V, Kati V, Katovai E, Kessler M, Knop E, Kolb A, KÅrÃ¶si Ã, Lachat T, Lantschner V, Le FÃ©on V, LeBuhn G, LÃ©garÃ© JP, Letcher SG, Littlewood NA, LÃ³pez-Quintero CA, Louhaichi M, LÃ¶vei GL, Lucas-Borja ME, Luja VH, Maeto K, Magura T, Mallari NA, Marin-Spiotta E, Marshall EJ, MartÃ­nez E, Mayfield MM, Mikusinski G, Milder JC, Miller JR, Morales CL, Muchane MN, Muchane M, Naidoo R, Nakamura A, Naoe S, Nates-Parra G, Navarrete Gutierrez DA, Neuschulz EL, Noreika N, Norfolk O, Noriega JA, NÃ¶ske NM, O'Dea N, Oduro W, Ofori-Boateng C, Oke CO, Osgathorpe LM, Paritsis J, Parra-H A, Pelegrin N, Peres CA, Persson AS, Petanidou T, Phalan B, Philips TK, Poveda K, Power EF, Presley SJ, ProenÃ§a V, Quaranta M, Quintero C, Redpath-Downing NA, Reid JL, Reis YT, Ribeiro DB, Richardson BA, Richardson MJ, Robles CA, RÃ¶mbke J, Romero-Duque LP, Rosselli L, Rossiter SJ, Roulston TH, Rousseau L, Sadler JP, SÃ¡fiÃ¡n S, SaldaÃ±a-VÃ¡zquez RA, SamnegÃ¥rd U, SchÃ¼epp C, Schweiger O, Sedlock JL, Shahabuddin G, Sheil D, Silva FA, Slade EM, Smith-Pardo AH, Sodhi NS, Somarriba EJ, Sosa RA, Stout JC, Struebig MJ, Sung YH, Threlfall CG, Tonietto R, TÃ³thmÃ©rÃ©sz B, Tscharntke T, Turner EC, Tylianakis JM, Vanbergen AJ, Vassilev K, Verboven HA, Vergara CH, Vergara PM, Verhulst J, Walker TR, Wang Y, Watling JI, Wells K, Williams CD, Willig MR, Woinarski JC, Wolf JH, Woodcock BA, Yu DW, Zaitsev AS, Collen B, Ewers RM, Mace GM, Purves DW, Scharlemann JP, Purvis A.","Ecol Evol","24","4","2014","2045-7758","4701-4735","journal article; research-article","Y","Y","N","0","Y","Y","N","N","N","338.05078",NA,NA,"github.com"
"24465792","MED","24465792","PMC3897575","10.1371/journal.pone.0085925","Confidence intervals for population allele frequencies: the general case of sampling from a finite diploid population of any size.","Fung T, Keenan K.","PLoS One","1","9","2014","1932-6203","e85925","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","1","Y","Y","N","N","N","337.91376",NA,NA,"github.com"
"25172853","MED","25172853","PMC4249029","10.1128/aem.01774-14","Illuminating microbial dark matter in meromictic Sakinaw Lake.","Gies EA, Konwar KM, Beatty JT, Hallam SJ.","Appl Environ Microbiol","21","80","2014","0099-2240","6807-6818","journal article; research support, non-u.s. gov't; research-article","N","Y","N","0","Y","Y","N","N","N","337.91376",NA,NA,"github.com"
"25538556","MED","25538556","PMC4260483","10.3389/fnins.2014.00405","A systematic framework for functional connectivity measures.","Wang HE, BÃ©nar CG, Quilichini PP, Friston KJ, Jirsa VK, Bernard C.","Front Neurosci",NA,"8","2014","1662-4548","405","journal article; research-article","Y","Y","N","0","Y","Y","N","N","N","337.91376",NA,NA,"github.com"
"24625888","MED","24625888","PMC3953380","10.1371/journal.pone.0091196","The role of education and verbal abilities in altering the effect of age-related gray matter differences on cognition.","Steffener J, Barulli D, Habeck C, O'Shea D, Razlighi Q, Stern Y.","PLoS One","3","9","2014","1932-6203","e91196","journal article; research support, n.i.h., extramural; research-article","Y","Y","Y","1","Y","Y","N","N","N","337.91376",NA,NA,"github.com"
"24270794","MED","24270794","PMC3936771","10.1093/nar/gkt1212","Reprogramming homing endonuclease specificity through computational design and directed evolution.","Thyme SB, Boissel SJ, Arshiya Quadri S, Nolan T, Baker DA, Park RU, Kusak L, Ashworth J, Baker D.","Nucleic Acids Res","4","42","2014","0305-1048","2564-2576","journal article; research support, non-u.s. gov't; research support, n.i.h., extramural; research-article","Y","Y","Y","3","Y","Y","N","N","Y","337.91376","pdb",NA,"github.com"
"25502413","MED","25502413","PMC4264753","10.1371/journal.pone.0114608","Predicting Growth Conditions from Internal Metabolic Fluxes in an In-Silico Model of E. coli.","Sridhara V, Meyer AG, Rai P, Barrick JE, Ravikumar P, SegrÃ¨ D, Wilke CO.","PLoS One","12","9","2014","1932-6203","e114608","journal article; research-article","Y","Y","N","0","Y","Y","N","N","N","337.91376",NA,NA,"github.com"
"24071583","MED","24071583","PMC3902897","10.1093/nar/gkt865","Long insert whole genome sequencing for copy number variant and translocation detection.","Liang WS, Aldrich J, Tembe W, Kurdoglu A, Cherni I, Phillips L, Reiman R, Baker A, Weiss GJ, Carpten JD, Craig DW.","Nucleic Acids Res","2","42","2014","0305-1048","e8","evaluation studies; journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","0","Y","Y","N","N","N","337.91376",NA,NA,"github.com"
"24131564","MED","24131564","PMC3875859","10.1101/gr.159483.113","Integrative transcriptome sequencing identifies trans-splicing events with important roles in human embryonic stem cell pluripotency.","Wu CS, Yu CY, Chuang CY, Hsiao M, Kao CF, Kuo HC, Chuang TJ.","Genome Res","1","24","2014","1088-9051","25-36","journal article; research support, non-u.s. gov't; research-article","N","Y","Y","1","Y","Y","Y","N","N","337.91376",NA,"ARXPR","github.com"
